"","Details","MRP_Rs","SellPrice_Rs","Discount_Percent","SellingDate","Quantity"
"4878","printed cotton round neck womens active wear t-shirt - navy",499,249,50,2022-09-20,8
"4879","womens 2 ply anti microbial reusable protective fashion mask- pack of 5 - multi",399,199,50,2022-09-04,8
"4880","regular fit knee length georgette womens party wear skirt - black",2890,2023,30,2022-08-22,9
"4881","womens skinny fit the great night mid rise jeans - white",2549,1019,60,2022-08-14,8
"4882","bootcut crop denim womens jeans - light blue",4149,1244,70,2022-08-01,8
"4883","solid cotton blend round neck womens top - blue",1999,999,50,2022-10-21,8
"4884","womens made in heaven denim joggers - light blue",2549,1274,50,2022-06-09,8
"4885","regular fit regular cotton lycra womens jeans - light blue",2399,1679,30,2022-07-01,9
"4886","regular fit polyester blend womens jeans - blue",3299,2639,20,2022-07-03,8
"4887","printed georgette womens regular top - yellow",1400,700,50,2022-09-12,7
"4888","womens black high rise skinny jeans - black",2490,871,65,2022-08-25,9
"4889","womens notched neck striped asymmetrical dress - yellow",2999,1499,50,2022-09-23,9
"4890","solid cotton regular fit womens casual pants - red",1599,959,40,2022-06-07,8
"4891","printed cotton stretch regular neck womens sweatshirt - lilac",1299,649,50,2022-07-16,9
"4892","solid velvet v neck womens dress - blue",1990,1094,45,2022-10-30,7
"4893","printed polyester round neck womens casual wear dresses - navy",2299,919,60,2022-11-08,8
"4894","skinny fit regular cotton womens jeggings - dark blue",1999,1599,20,2022-07-02,7
"4895","solid polyester womens regular blouse - ivory",1699,1189,30,2022-09-29,9
"4896","solid cotton round neck womens top - yellow",2499,1999,20,2022-09-24,7
"4897","printed cotton regular neck womens t-shirt - blush",499,249,50,2022-08-21,7
"4898","acrylic women sweaters - peach",2799,1119,60,2022-07-03,9
"4899","dyed round neck cotton womens regular dress - blue",2499,1749,30,2022-10-03,8
"4900","solid slim cotton womens casual wear pants - natural",1499,1049,30,2022-08-27,8
"4901","solid shirt collar womens a-line top - lilac",1699,849,50,2022-11-10,7
"4902","dyed rayon round neck womens blouson blouse - pink",1299,649,50,2022-07-17,7
"4903","womens mandarin collar printed top - blue",1599,499,69,2022-07-07,7
"4904","womens regular fit solid dress - natural",3499,1749,50,2022-07-20,8
"4905","solid skinny fit nr roma womens casual pants - navy",999,499,50,2022-07-26,7
"4906","self design round neck nylon womens party dress - black",3799,2659,30,2022-09-14,9
"4907","stripes polyester square neck women's dress - red",2499,699,72,2022-11-08,9
"4908","floral georgette square neck womens midi dress - brown",2200,1100,50,2022-06-25,9
"4909","skinny fit full length cotton blend womens jeans - dark blue",1895,947,50,2022-10-07,8
"4910","striped shirt collar womens woven top - black mix",1999,999,50,2022-09-06,9
"4911","womens pink striped dress - pink",1999,999,50,2022-11-01,8
"4912","dyed round neck cotton womens regular dress - blue",2499,1249,50,2022-06-15,8
"4913","solid round neck poly cotton womens sweatshirt - red",1399,699,50,2022-10-23,7
"4914","regular fit regular polyester blend womens jeggings - black",2100,1050,50,2022-10-09,9
"4915","printed polyester womens shift dress - navy",2299,919,60,2022-10-06,8
"4916","solid open front acrylic womens casual shrug - orange",2499,999,60,2022-08-16,7
"4917","checks cotton v-neck womens straight fit top - blue",1499,499,67,2022-08-16,9
"4918","solid regular fit cotton rayon linen womens casual trousers - olive",2490,690,72,2022-11-08,7
"4919","acrylic women sweaters - sea green",2499,999,60,2022-07-10,7
"4920","regular fit ankle length cotton lycra womens athleisure tracks - black",999,499,50,2022-07-31,9
"4921","solid square neck polyester blend womens straight fit midi dress - green",1900,950,50,2022-07-25,7
"4922","embellished crepe womens regular top - green",1500,750,50,2022-07-02,7
"4923","solid viscose blend square neck womens top - pink",1699,1019,40,2022-10-31,9
"4924","solid round neck polyester womens shift dress - blue",2499,1249,50,2022-06-14,8
"4925","solid regular neck acrylic blend womens pullover - off white",1499,749,50,2022-10-23,9
"4926","solid polyester blend regular fit womens casual pants - black",2290,1374,40,2022-06-16,7
"4927","stripes viscose collared womens  shirts - white",2499,1999,20,2022-07-27,8
"4928","printed cotton round neck womens sweatshirt - green",2499,1749,30,2022-07-07,8
"4929","solid viscose round neck womens regular fit top - red",1299,649,50,2022-09-16,7
"4930","floral cotton collar neck womens top - blue",1599,959,40,2022-09-02,7
"4931","printed cotton womens shift dress - green",2399,959,60,2022-07-23,7
"4932","half sleeves night wear womens t-shirt - navy",399,199,50,2022-06-06,8
"4933","self design cotton womens calf length dress - pink",2399,1199,50,2022-10-17,7
"4934","regular knee length leather womens casual wear skirt - natural",2299,2069,10,2022-06-14,7
"4935","printed v neck georgette womens regular dresses - blue",2100,1050,50,2022-10-30,8
"4936","solid polyester mandarin womens jacket - maroon",4599,1839,60,2022-07-27,8
"4937","printed cotton blend hood womens sweatshirt - purple",1299,649,50,2022-09-08,9
"4938","stripes sleeveless viscose womens ankle length jumpsuit - red",2200,1100,50,2022-07-23,8
"4939","floral cotton v-neck womens regular fit top - brown",2190,1095,50,2022-09-26,8
"4940","skinny fit ankle length cotton nylon womens jeans - grey",1599,639,60,2022-09-20,8
"4941","womens ruffled collar self printed top - natural",1499,599,60,2022-08-17,8
"4942","stripes cotton off shoulder womens t-shirt - white",1799,1439,20,2022-09-21,9
"4943","womens linen shirt collar dresses - navy",2999,1499,50,2022-08-26,8
"4944","womens v neck sequined flared dress - pink",3495,2446,30,2022-10-07,7
"4945","blue checked jumpsuit - navy",1999,799,60,2022-09-23,9
"4946","embellished round neck crepe womens mini dress - green",2200,1760,20,2022-10-31,9
"4947","embroidered polyester collar neck womens casual jacket - grey",4499,2249,50,2022-07-21,8
"4948","womens regular fit try something denim jeans blue - blue",2399,959,60,2022-10-31,7
"4949","textured cotton regular fit womens blazer - maroon",3799,3039,20,2022-07-29,7
"4950","floral polyester square neck womens regular fit top - multi",1799,899,50,2022-10-12,9
"4951","floral georgette square neck womens maxi dress - white",2600,1300,50,2022-06-19,8
"4952","printed cotton square neck womens mini dress - purple",2200,1760,20,2022-08-20,9
"4953","printed cotton round neck womens t-shirt - pink",1099,769,30,2022-08-19,7
"4954","printed polyester v neck womens regular top - off white",1199,599,50,2022-07-25,7
"4955","solid cotton blend square neck womens regular fit woven top - white",899,359,60,2022-07-07,9
"4956","solid polyester turtle neck womens t-shirt - black",2799,1399,50,2022-07-05,8
"4957","printed sweetheart neck polyester womens midi dress - white",2699,1619,40,2022-10-15,9
"4958","checked cotton boat neck womens top - coral",1899,949,50,2022-06-02,8
"4959","womens black solid joggers - black",1599,1119,30,2022-06-11,8
"4960","solid cotton womens casual wear shrugs - blue",2200,1100,50,2022-08-08,8
"4961","solid cotton collar neck womens dress - blue",3999,3199,20,2022-06-19,7
"4962","printed cotton round neck womens t-shirt - white",1099,769,30,2022-09-04,8
"4963","regular knee length polyester womens casual skirt - black",2499,1749,30,2022-06-29,7
"4964","polka dots round neck georgette womens regular dress - pink",2200,1760,20,2022-10-04,7
"4965","solid cotton v neck womens  shirts - blue",2499,1749,30,2022-09-02,7
"4966","graphic cotton round neck womens regular fit t-shirt - pack of 2 - multi",699,419,40,2022-11-05,9
"4967","cotton womens western dresses with pocket - white",2298,1263,45,2022-08-18,7
"4968","embroidered cotton v neck womens tops - white",1500,1200,20,2022-08-12,7
"4969","printed round neck polyester womens shift dress - multi",2799,1119,60,2022-10-27,8
"4970","solid eco liva boat neck womens regular top - red",1499,499,67,2022-08-21,9
"4971","printed tie up neck viscose womens fit and flare dress - black",1594,797,50,2022-09-01,7
"4972","solid regular fit polyester blend womens casual pants - mid blue",3490,1570,55,2022-06-11,8
"4973","striped square neck cotton womens crop length dress - black",2399,1199,50,2022-08-19,9
"4974","skinny crop length cotton blend womens jeans - blue",2199,1099,50,2022-08-11,9
"4975","self pattern cotton  women's casual wear pants - black",2299,1379,40,2022-08-14,8
"4976","statement cotton viscose jersey crew neck womens t-shirt - white",1199,719,40,2022-09-13,7
"4977","solid polyester boat neck womens regular dress - black",2499,1249,50,2022-06-23,8
"4978","printed cotton regular neck womens t-shirt - lilac",499,249,50,2022-07-17,7
"4979","solid slim fit cotton womens athleisure track pants - grey",2999,1499,50,2022-10-01,7
"4980","skinny ankle length cotton blend womens jeans - blue",1995,1396,30,2022-10-02,9
"4981","solid cotton round neck womens regular t-shirt - red",399,199,50,2022-08-22,7
"4982","floral v- neck polyester women flared gown - sage",3099,2169,30,2022-09-14,7
"4983","solid polyester round neck women a line top - sage",1899,1329,30,2022-08-11,8
"4984","womens indigo blue and silver printed sleeveless crop top with asymmetrical hemline - blue",1299,519,60,2022-11-09,7
"4985","printed polyester v-neck womens regular fit top - navy",1499,599,60,2022-06-22,9
"4986","floral round neck polyester women shift dress - grey",3299,1649,50,2022-07-11,8
"4987","regular fit calf length georgette womens casual skirt - green",1799,899,50,2022-08-03,8
"4988","self design polyester square neck womens top - black",1499,674,55,2022-10-01,8
"4989","solid half sleeves crepe womens regular length jumpsuit - blue",2400,1200,50,2022-10-20,8
"4990","womens regular fit polyester stripe t-shirt - navy",1049,524,50,2022-06-14,7
"4991","printed georgette square neck womens straight fit top - pink",1650,825,50,2022-06-01,8
"4992","floral halter neck georgette womens a-line dress - blue",2500,1250,50,2022-09-03,8
"4993","floral sleeveless cotton womens regular jumpsuits - black",2998,1499,50,2022-11-10,8
"4994","self design cotton tie-up neck womens straight top - pink",2599,1689,35,2022-10-22,8
"4995","womens regular fit printed flared capris - blue",1294,582,55,2022-07-26,9
"4996","printed square neck polyester womens shift dress - black",2999,1199,60,2022-11-14,9
"4997","floral v-neck polyester womens casual dress - mint",3499,1749,50,2022-06-19,9
"4998","stripes polyester boat neck womens casual wear dresses - black",2399,959,60,2022-07-01,7
"4999","womens round neck solid top - birch",1199,479,60,2022-07-20,7
"5000","regular fit mini length cotton womens casual skirt - pink",1294,517,60,2022-07-10,7
"5001","solid polyester collar neck womens straight top - lilac",1099,879,20,2022-07-29,9
"5002","womens regular fit solid round neck cropped t-shirt - orange",1199,399,67,2022-06-11,9
"5003","regular fit calf length crepe womens casual skirt - maroon",1799,899,50,2022-08-14,9
"5004","womens charcoal crop top with quirky bird print on front panel and full length placket at back - charcoal",1299,519,60,2022-09-15,9
"5005","printed polyester round neck womens top - black",1399,839,40,2022-10-24,8
"5006","solid georgette sweetheart neck womens top - pink",1400,1120,20,2022-08-29,7
"5007","printed poly blend v neck womens top - brown",1790,1163,35,2022-06-18,9
"5008","solid skinny fit polyester blend womens formal leggings - black",999,499,50,2022-09-27,8
"5009","solid cotton poly round neck womens sweatshirt - orange",1790,1074,40,2022-10-28,9
"5010","checks rayon round neck womens top - red",1199,599,50,2022-06-23,8
"5011","solid cotton v neck womens  tops - pink",2599,1819,30,2022-09-07,7
"5012","womens navy blue striped top - navy",1599,1119,30,2022-07-06,9
"5013","womens solid shirt collar fit and flare jacket - blue",2599,1299,50,2022-08-16,7
"5014","womens 2 ply anti microbial reusable protective fashion mask- pack of 5 - multi",399,199,50,2022-09-15,8
"5015","printed cotton blend tie up neck� womens regular top - off white",1299,1169,10,2022-10-15,7
"5016","solid relaxed polyester womens casual wear pants - green",2499,1749,30,2022-06-08,9
"5017","solid acrylic v neck womens sweater - blue",2499,1249,50,2022-06-23,9
"5018","solid polyester straight fit womens pants - yellow",2999,2099,30,2022-07-01,8
"5019","solid polyester regular fit womens pants - brown",1899,999,47,2022-09-14,7
"5020","printed sweetheart neck polyester womens bodycon dress - multi",2290,1145,50,2022-11-03,7
"5021","tropical crepe sweetheart neck womens dress - blue",1950,1560,20,2022-10-16,7
"5022","printed cotton round neck womens regular fit top - grey melange",699,349,50,2022-08-31,9
"5023","womens athleisure swing tank top - charcoal",499,349,30,2022-10-06,8
"5024","striped regular fit polyester womens track pants - black",3299,2309,30,2022-08-28,9
"5025","solid round neck cotton womens top - green",2299,1149,50,2022-06-20,9
"5026","polka dots georgette sweetheart neck womens wrap top - pink",1500,750,50,2022-08-08,7
"5027","womens the mean girl patch denim joggers - blue",2349,1174,50,2022-11-13,9
"5028","solid denim fabric womens regular dress - black",2899,2029,30,2022-09-18,9
"5029","womens black short sleeve midi dress - black",2490,1245,50,2022-07-22,7
"5030","solid polyester blend regular fit womens casual pants - blue",2390,1434,40,2022-07-20,8
"5031","printed y neck lyocell womens jumpsuits - green",1999,1199,40,2022-11-14,9
"5032","colour block viscose collar neck womens t-shirt - pink",2499,1499,40,2022-06-28,8
